name,streetaddress,city,zipcode,county
"KC Care Health Center - Meyer Boulevard","2340 East Meyer Boulevard Suite 318","Kansas City ",64132,"Jackson "
"KC Freedom School","2200 Olive Street","Kansas City",64127,"Jackson "
"KC Pain Centers","200 Northeast Missouri Road #103","Lee's Summit",64086,"Jackson "
"Kearney R-I School District - Hawthorne Elementary","1815 South Jefferson Street",Kearney,64060,"Clay "
"Kelso C-7 School District","820 State Highway A",Benton,63736,"Scott "
"Kennett Pediatrics","211 Teaco Road",Kennett,63857,"Dunklin "
"Kennett Public Schools","510 College Avenue",Kennett,63857,"Dunklin "
"Key Drugs","910 North Westwood Boulevard","Poplar Bluff",63901,"Butler "
"Kidney Associates of Kansas City","6530 Troost Avenue","Kansas City",64131,"Jackson "
"Kidz First Therapy LLC","3680 NE Adkin Drive #134","Lee's Summit",64064,"Jackson "
"Kilgore's Medical Pharmacy","700 North Providence Road",Columbia,65203,"Boone "
"Kindred at Home","1206 Homelife Plaza Drive",Rolla,65401,"Phelps "
"Kindred at Home - Columbia","2404 Forum Boulevard Suite 101",Columbia,65203,"Boone "
"Kindred Hospice","2055 Craigshire Road Suite 410","St. Louis",63146,"St. Louis "
"Kindred Hospital Northland","500 Northwest 68th Street","Kansas City",64118,"Jackson "
"King City Clinic","305 Rhode Island","King City",64463,"Gentry "
"Kingston K-14 School District","10047 Diamond Road",Cadet,63630,"Washington "
"KIPP St. Louis Public Schools","1310 Papin Street Suite 203","St. Louis",63103,"St. Louis "
"Kirbyville R-VI School District","6225 East State Highway 76",Kirbyville,65679,"Taney "
"Kirksville College of Osteopathic Medicine","800 West Jefferson Street",Kirksville,63501,"Adair "
"Kirksville Family Medicine","800 West Jefferson Street",Kirksville,63501,"Adair "
"Kirksville R-III School District","1901 East Hamilton Street",Kirksville,63501,"Adair "
"Kirksville Veterans Clinic","1510 Crown Drive",Kirksville,63501,"Adair "
"Kirkwood Medication Assisted Treatments","111 Prospect Avenue Suite 201C",Kirkwood,63122,"St. Louis "
"Kirkwood School District","11289 Manchester Road",Kirkwood,63122,"St. Louis "
"Kirkwood School District - High School","801 West Essex Avenue",Kirkwood,63122,"St. Louis "
"Kirkwood School District - Keysor Elementary","725 North Geyer Road",Kirkwood,63122,"St. Louis "
"Kirkwood School District - Nipher Middle School","700 South Kirkwood Road",Kirkwood,63122,"St. Louis "
"Kirkwood School District - North Glendale Elementary","765 North Sappington",Glendale,63122,"St. Louis "
"Kirkwood School District - Tillman Elementary","230 Quan Avenue",Kirkwood,63122,"St. Louis "
"Knox County Health Department","207 North First Street",Edina,63537,"Knox "
"Knox County R-I School District","55701 State Highway 6",Edina,63537,"Knox "
"Koinonia Counseling Service LLC","936 Sardonyx Drive","Jefferson City",65109,"Cole "
"KOMU 8 News","5550 Old 63 South",Columbia,65201,"Boone "
"Kosse Pediatrics","3902 Sherman Avenue","St. Joseph",64506,"Buchanan "
"L'Arche St. Louis","17 Selma Avenue","Webster Groves",63119,"St. Louis "
"L&S and Medical Arts Pharmacies","406 South Main Street",Charleston,63834,"Mississippi "
"La Plata R-II School District","201 West Moore","La Plata",63549,"Macon "
"Ladue Schools","9703 Conway Road","St. Louis",63124,"St. Louis "
"Lafayette County C-1 School District","805 West 31st Street",Higginsville,64037,"Lafayette "
"Lafayette County Health Department","547 South Business Highway 13",Lexington,64067,"Lafayette "
"Lafayette House","1809 South Connor",Joplin,64804,"Jasper "
"Lafayette Regional Health Center","1500 State Street",Lexington,64067,"Lafayette "
"Lake Country Psychological Services","800 South Street",Stockton,65785,"Cedar "
"Lake Regional Health System","54 Hospital Drive","Osage Beach",65065,"Camden "
"Lake Regional Health System - Camdenton","1930 North Business Route 5",Camdenton,65020,"Camden "
"Lake Regional Health System - Eldon Clinic","416 South Maple Street",Eldon,65026,"Miller "
"Lake Regional Health System - Eldon Express Care","304A East Fourth Street",Eldon,65026,"Miller "
"Lake Regional Health System - Iberia","2333 Highway 17",Iberia,65486,"Miller "
"Lake Regional Health System - Laurie","156 Missouri Boulevard",Laurie,65038,"Morgan "
"Lake Regional Health System - Lebanon","441 West Elm Street",Lebanon,65536,"Laclede "
"Lake Regional Health System - Macks Creek","14298 West Highway 54","Macks Creek",65786,"Camden "
"Lake Regional Health System - Orthopaedics","226 East Highway 54",Camdenton,65020,"Camden "
"Lakeland Behavioral Health","440 South Market Avenue",Springfield,65806,"Greene "
"Lakeland R-III School District","12530 Lakeland School Drive",Deepwater,64740,"St. Clair "
"Lakin Consulting LLC","319 Westwoods Circle",Liberty,64068,"Clay "
"Lamar R-I School District","202 West 7th Street",Lamar,64759,"Barton "
"Landmark Hospital of Joplin","2040 West 32nd Street",Joplin,64804,"Newton "
"Laquey R-V School District","27600 Highway AA",Laquey,65534,"Pulaski "
"Lebanon R-III School District","901 Maple Lane",Lebanon,65536,"Laclede "
"Lee's Summit Physician's Group","1425 Blue Parkway","Lee's Summit",64086,"Jackson "
"Lee's Summit R-7 School District","301 NE Tudor Road","Lee's Summit ",64086,"Jackson "
"Lee's Summit R-VII School District","301 Northeast Tudor Road","Lee's Summit",64086,"Jackson "
"Lee's Summit R-VII School District - Hawthorn Hill Elementary","2801 Southwest Pryor Road","Lee's Summit",64082,"Jackson "
"Lee's Summit R-VII School District - Westview Elementary","200 Northwest Ward Road","Lee's Summit",64063,"Jackson "
"Leeton R-X School District","500 North Main",Leeton,64761,"Johnson "
"Legal Aid of Western Missouri","4001 Blue Parkway Suite 300","Kansas City",64130,"Jackson "
"Legal Services of Eastern Missouri","4232 Forest Park Avenue","St. Louis",63108,"St. Louis "
"Lenoir Woods","3710 Lenoir Street",Columbia,65201,"Boone "
"Lesterville R-IV Public Schools","33415 Highway 21 P.O. Box 120",Lesterville,63654,"Reynolds "
"Let's Start","1100 South Jefferson Avenue","St. Louis",63104,"St. Louis city "
"Lewis County C-1 School District - Highland Elementary","25189 Heritage Avenue",Lewistown,63452,"Lewis "
"Lexington R-V School District","919 Franklin Avenue",Lexington,64067,"Lafayette "
"Liberty Family Medicine","2614 Forum Boulevard Suite 100",Columbia,65203,"Boone "
"Liberty Hospital","2525 Glen Hendren Drive",Liberty,64068,"Clay "
"Liberty Public Schools","200 Blue Jay Drive",Liberty,64068,"Clay "
"Licking R-VIII School District","125 College Avenue",Licking,65542,"Texas "
"Lincoln County Health Department","5 Health Department Drive",Troy,63379,"Lincoln "
"Lincoln County R-II School District - Elsberry","138 Tomahawk Drive",Elsberry,63343,"Lincoln "
"Lincoln County R-III School District","951 West College",Troy,63379,"Lincoln "
"Lincoln R-II School District","101 West Lamine",Lincoln,65338,"Benton "
"Lincoln University","812 Dunklin Street","Jefferson City",65101,"Cole "
"Lindbergh Schools","9350 Sappington Road","St. Louis",63126,"St. Louis "
"Lindenwood University","209 South Kingshighway Street","St. Charles",63301,"St. Charles "
"Linn County Health Department","635 South Main Street",Brookfield,64628,"Linn "
"Live Well Community Health Centers - Buckner","324 South Hudson Street",Buckner,64016,"Jackson "
"Live Well Community Health Centers - Concordia","206 North Bismark",Concordia,64020,"Lafayette "
"Live Well Community Health Centers - Kearney","1609 Sunset Drive",Kearney,64060,"Clay "
"Live Well Community Health Centers - Waverly","608 South Missouri Street",Waverly,64096,"Lafayette "
"Livingston County Health Center","800 Adam Drive",Chillicothe,64601,"Livingston "
"Loch Haven Nursing Home","701 Sunset Hills Drive",Macon,63552,"Macon "
"Lockwood R-I School District","400 West 4th Street",Lockwood,65682,"Dade "
"Logan & Seiler Inc","406 South Main Street",Charleston,63834,"Mississippi "
"Logan-Rogersville School District","8225 East Farm Road 174",Rogersville,65742,"Webster "
"Lone Jack C-6 School District","313 South Bynum Road","Lone Jack",64070,"Jackson "
"Lonedell R-XIV School District","7466 Highway FF",Lonedell,63030,"Franklin "
"Long Branch Dental Group","1609 Maffry Avenue",Macon,63552,"Macon "
"Louisiana R-II School District","3321 West Georgia Street",Louisiana,63353,"Pike "
"Lutheran Family & Children's Services","9666 Olive Boulevard Suite 400","St. Louis",63132,"St. Louis "
"Lutheran Home Health & Hospice","2825 Bloomfield Road","Cape Girardeau",63703,"Cape Girardeau "
"Lutheran North Middle & High School","5401 Lucas and Hunt Road","St. Louis",63121,"St. Louis "
"Lutheran Schools of Missouri District","687 Walnut Point Court",Ballwin,63021,"St. Louis "
"Lutheran Senior Services","1150 Hanley Industrial Court","St. Louis",63144,"St. Louis "
"Lutie R-VI School District","5802 U.S. Highway 160",Theodosia,65761,"Ozark "
"Macks Creek R-V School District","245 State Road North","Macks Creek",65786,"Camden "
"Macon County Health Department","503 North Missouri",Macon,63552,"Macon "
"Macon County R-I School District","702 North Missouri Street",Macon,63552,"Macon "
"Macon Dental","209 N. Missouri Street",Macon,63552,"Macon "
"Macon Family Health","209 North Missouri",Macon,63552,"Macon "
"Macon Medical Clinic","307 McKay Street ",Macon,63552,"Macon "
"Madison County Service Coordination","410 South Main Street",Fredericktown,63645,"Madison "
"Malden R-I School District","505 Burkhart Street",Malden,63863,"Dunklin "
"Malta Bend R-V School District","200 South Linn","Malta Bend",65339,"Saline "
"Managed Care Inc.","808 Hunter Avenue Suite 4",Sikeston,63801,"Scott "
"Mapaville State School for the Severely Disabled","3657 Baptist Park Road",Mapaville,63065,"Jefferson "
"Maple Valley State School for the Severely Disabled","2575 Northeast Barry Road","Kansas City",64155,"Clay "
"Maplewood Richmond Heights Elementary","1800 Princeton Place","St. Louis",63117,"St. Louis "
"Maplewood Richmond Heights School District","7539 Manchester Road",Maplewood,63143,"St. Louis "
"Maria Francisco LCSW LLC","1600 West Maud Suite 2 ","Poplar Bluff",63901,"Butler "
"Maries County R-I School District - Vienna","300 4th Street",Vienna,65582,"Maries "
"Maries County R-II School District - Belle","503 West 3rd Street",Belle,65013,"Maries "
"Maries County R-II School District - Bland","300 South Main Street",Bland,65014,"Maries "
"Marion C. Early Schools","5309 South Main",Morrisville,65710,"Polk "
"Marion County R-II School District","2905 Highway D",Philadelphia,63463,"Marion "
"Mark Twain Behavioral Health","154 Forrest Drive",Hannibal,63401,"Marion "
"Marshall Public School ","860 West Vest","Marshall ",65340,"Saline "
"Marshfield R-1 Schools - Early Childhood Special Education","170 State Highway DD",Marshfield,65706,"Webster "
"Marshfield R-I School District","660 North Locust Street",Marshfield,65706,"Webster "
"Mary Institute and St. Louis Country Day School","101 North Warson Road","St. Louis",63124,"St. Louis "
"Maryville R-II School District","1503 South Munn",Maryville,64468,"Nodaway "
"Maryville University","650 Maryville University Drive","St. Louis",63141,"St. Louis "
"McCrite Plaza at Briarcliff","1301 Northwest Tullison Road","Kansas City",64116,"Jackson "
"McDonald County Health Department","500 Olin Street",Pineville,64856,"McDonald "
"McDonald County R-I School District","100 Mustang Drive",Anderson,64831,"McDonald "
"McDonald County R-I School District - Rocky Comfort Elementary","14814 East State Highway 76","Rocky Comfort",64861,"McDonald "
"McNabb Medical","26123 March Avenue","Queen City",63561,"Schuyler "
"McNerney Management Group Inc.","801 Gray Oak Drive",Columbia,65201,"Boone "
"Meadow Heights R-II School District","Rural Route 5 Box 2365",Patton,63662,"Bollinger "
"Meadville R-IV School District","101 West Crandall",Meadville,64659,"Linn "
"Med One Clinic","29 Northwest 1st Lane",Lamar,64759,"Barton "
"Med Staff Pediatrics","11901 Olive Boulevard #211","St. Louis",63141,"St. Louis "
"Medi-Plex Healthcare Professionals","1470 South Vandeventer Avenue","St. Louis",63110,"St. Louis city "
"Medical Arts Clinic","1103 West Liberty Street",Farmington,63640,"St. Francois "
"Medical Specialists of Southeast Missouri","1701 Lacey Street","Cape Girardeau",63701,"Cape Girardeau "
"Medstop One","3065 William Street Suite 209","Cape Girardeau",63703,"Cape Girardeau "
"Mehlville School District","3120 Lemay Ferry Road","St. Louis",63125,"St. Louis "
"Mental Health & Wellness LLC","7171 North Kircher Road",Columbia,65202,"Boone "
"Meramec Regional Planning Commission","4 Industrial Drive","St. James",65559,"Phelps "
"Meramec Valley R-III School District","2264 Highway AP",Catawissa,63069,"Franklin "
"Mercy - McAuley Clinic","851 East Fifth Street Suite 200",Washington,63090,"Franklin "
"Mercy - St. Anthony's","10010 Kennerly","St. Louis",63128,"St. Louis "
"Mercy - St. Anthony's Urgent Care","2900 Lemay Ferry Road","St. Louis",63125,"St. Louis "
"Mercy - St. Francis Hospital","100 West Highway 60","Mountain View",65548,"Howell "
"Mercy - Women's Health","10012 Kennerly Road","St. Louis",63128,"St. Louis "
"Mercy Children's Hospital - St. Louis","615 South New Ballas Road","St. Louis",63141,"St. Louis "
"Mercy Clinic - Children's Respiratory & Sleep Medicine","621 South New Ballas Road Suite 382-A","St. Louis",63141,"St. Louis "
"Mercy Clinic - Festus","1500 Colony Church Road",Festus,63028,"Jefferson "
"Mercy Clinic - Joplin","3126 South Jackson Avenue",Joplin,65804,"Jasper "
"Mercy Clinic - Paul Mueller Company ","1600 West Phelps",Springfield,65802,"Greene "
"Mercy Clinic - Springfield","1965 South Fremont",Springfield,65804,"Greene "
"Mercy Clinic - St. Robert","608 Old Route 66","St. Robert",65584,"Pulaski "
"Mercy Clinic Family Medicine - Aurora","550 South Hudson Avenue",Aurora,65605,"Lawrence "
"Mercy Clinic Family Medicine - Lebanon","120 Hospital Drive Suite #100",Lebanon,65536,"Laclede "
"Mercy Clinic Family Medicine - Mountain Grove","120 West 16th Street","Mountain Grove",65711,"Wright "
"Mercy Clinic Family Medicine - St. Roberts","608 Old Route 66","St. Roberts",65584,"Pulaski "
"Mercy Clinic Internal Medicine & Pediatrics - Richland","904 South Pine",Richland,65556,"Pulaski "
"Mercy Clinic OB/GYN","3231 South National Avenue Suite 250",Springfield,65810,"Greene "
"Mercy Clinic Outpatient Case Management","520 Maryville Center Drive Suite 500","St. Louis",63141,"St. Louis "
"Mercy Clinic Pain Management - Carthage","3125 Dr. Russell Smith Way",Carthage,64836,"Jasper "
"Mercy Clinic Pediatrics - HealthTracks","4331 South Fremont Avenue",Springfield,65804,"Greene "
"Mercy Clinic Pediatrics - Lebanon","120 Hospital Drive",Lebanon,65536,"Laclede "
"Mercy Clinic Pediatrics - Nixa","940 West Mount Vernon Suite 220",Nixa,65714,"Christian "
"Mercy Clinic Pediatrics - O'Fallon","300 Winding Woods Drive",O'Fallon,63366,"St. Charles "
"Mercy Clinic Pediatrics - Rolla","1605 Martin Springs Drive",Rolla,65401,"Phelps "
"Mercy Clinic Pediatrics - Whiteside","2115 South Fremont Suite 2900",Springfield,65804,"Greene "
"Mercy Clinic Plastic Surgery - Surgery Center","1229 East Seminole Street Suite 340",Springfield,65804,"Greene "
"Mercy Clinic Women's Health","621 South New Ballas Road Suite 1017B","St. Louis",63141,"St. Louis "
"Mercy Creve Coeur Clinic","12588 North Outer Forty Drive","St. Louis",63141,"St. Louis "
"Mercy East Clinics ","621 South New Ballas Road Suite 2007B","St. Louis",63141,"St. Louis "
"Mercy Family Medicine - Neosho","2550 Lusk Drive",Neosho,64850,"Newton "
"Mercy Family Medicine Residency","12680 Olive Boulevard Suite 300","St. Louis",63141,"St. Louis "
"Mercy Health Foundation","3265 S. National Suite 200 ",Springfield,65807,"Greene "
"Mercy Health System","645 Maryville Center Drive","St. Louis",63141,"St. Louis "
"Mercy Health System - Springfield","4520 South National Avenue",Springfield,65810,"Greene "
"Mercy Home Health and Hospice South","9735 Landmark Parkway Suite 200N","St. Louis",63127,"St. Louis "
"Mercy Home Health Jefferson","151 Industrial Drive",Festus,63028,"Jefferson "
