name,streetaddress,city,state,zipcode,county,country,phone
"ECHO Colorado Program Center","13123 East 16th Avenue Box 390",Aurora,CO,80045,"Adams County",US,"(303) 864-5106"
"ECHO Institute","1650 University Boulevard",Albuquerque,NM,87102,"Bernalillo County",US,"(619) 920-1625"
"ECHO Institute","1650 University Boulevard Northeast",Albuquerque,NM,87102,"Bernalillo County",US,"(505) 288-9278"
"Economic Security Corporation","302 South Joplin Avenue",Joplin,MO,64801,"Jasper ",US,"(417) 781-0352"
"Edina Family Health","104 E. Jackson",Edina,MO,63537,"Knox ",US,6603973517
"Educational Commission for Foreign Medical Graduates (ECFMG)","3624 Market Street",Philadelphia,PA,19104,Philadelphia,US,"(876) 855-9206"
EducationPlus,"1460 Craig Road","St. Louis",MO,63146,"St. Louis ",US,"(314) 724-6736"
"Effectus Healthcare Solutions","82 Cinnamon Tree Court","St. Charles",MO,63304,"St. Charles ",US,"(314) 853-6866"
"EFM Integrated LLC","100 Riverfront Road Suite A",Lawrence,KS,66044,"Douglas County",US,"(785) 312-9150"
EITAS,"8511 Hillcrest Road","Kansas City",MO,64138,"Jackson ",US,"(816) 304-6862"
"El Dorado Springs R-II School District","901 South Grand","El Dorado Springs",MO,64744,"Cedar ",US,"(417) 296-2014"
"Eldon R-I School District","112 South Pine Street",Eldon,MO,65026,"Miller ",US,"(573) 392-8020"
"Eldon R-I School District - South Elementary","1210 South Maple Street",Eldon,MO,65026,"Miller ",US,"(573) 280-8030"
"Elfrink Surgical","2305 South Highway 65",Marshall,MO,65340,"Saline ",US,"(660) 815-2563"
"Elim Christian Services","13020 Central Ave",Crestwood,IL,60418,,US,"708-389-0555 ext.352"
"Elizabeth Allemann MD LLC","1200 Fay Street",Columbia,MO,65201,"Boone ",US,"(573) 443-7070"
"Ellendel ISL","1108 East Patterson Suite 9",Kirksville,MO,63501,"Adair ",US,"(660) 627-4101"
"Ellett Memorial Hospital","109 East 2nd Street","Appleton City",MO,64724,"St. Clair ",US,"(660) 476-5210"
"Ellington Family Clinic","61 Hwy Y",Ellington,MO,63638,"Reynolds ",US,5736632525
"Ellis Fischel Cancer Center","1 Hospital Drive",Columbia,MO,65212,"Boone ",US,"(573) 399-2311"
"Ellis Froeschle MD PC","601 Redbud Lane",Columbia,MO,65203,"Boone ",US,
"Elsberry Dental","110 South 4th",Elsberry,MO,63343,"Lincoln ",US,"(573) 898-5575"
"Emmanuel Family and Child Development Center","2416 Swope Parkway","Kansas City",MO,64130,"Jackson ",US,"(816) 921-3164"
"Emory Autism Center","1551 Shoup Court","Atlanta ",GA,30317,"Dekalb County",US,"(404) 727-8350"
"Emory School of Medicine","201 Dowman Dr",Atlanta,GA,30322,,US,
"Endless Options Inc.","222 East Davis Street",Fayette,MO,65248,"Howard ",US,"(660) 248-5233"
"Engage ABA","4616 25th Ave NE PMB 437",Seattle,WA,98105,King,US,206-830-0299
"ENT Associates ","226 South Woods Mill","St. Louis",MO,63017,"St. Louis ",US,"(314) 529-1729"
"Enterprise Community Healthy Start","1225 Walton Way",Augusta,GA,30901,,US,
"EPICC by CommCare","1627 Main Street","Kansas City",MO,64108,"Jackson ",US,"(816) 536-0903"
"Epilepsy Foundation of Missouri and Kansas","4406 St. Vincent","St. Louis",MO,63119,"St. Louis ",US,"(314) 781-4949"
"Erie Family Health Centers","2750 West North Avenue",Chicago,IL,60647,"Cook County",US,"(312) 666-3494"
"Eskenazi Health","720 Eskenazi Avenue",Indianapolis,IN,46202,"Marion County",US,"(317) 880-0000"
"Esse Health","12655 Olive Boulevard 4th Floor","St. Louis",MO,63141,"St. Louis ",US,"(314) 851-1160"
"Freudenthal Hospice","3105 Frederick Avenue","St. Joseph",MO,64506,"Buchanan ",US,"(816) 390-4223"
"Esse Health - Mason Road Pediatrics","13001 North Outer Forty","Town and Country",MO,63017,"St. Louis ",US,"(314) 567-7337"
"Esse Health - Sappington","13303 Tesson Ferry Road #150",Sappington,MO,63128,"St. Louis ",US,"(314) 842-4744"
"Essentia Health","3000 32nd Avenue South",Fargo,ND,58103,"Cass County",US,"(701) 364-8859"
"Eureka Dental Arts","97 Hilltop Village Center",Eureka,MO,63025,"St. Louis ",US,"(314) 793-5968"
"Evalytics LLC","5423 North Northwood Road","Kansas City",MO,64151,"Platte ",US,"(816) 741-5642"
"Everett Clinic At Silver Lake","1818 121st Streeet South East",Everett,WA,98208,Snohomish,US,425-337-3304
"EverSpring Pharmacy","1884 Lackland Hill Parkway Suite 6","St. Louis",MO,63146,"St. Louis ",US,"(314) 910-8590"
"Excelsior Springs School District","300 West Broadway","Excelsior Springs",MO,64024,"Clay ",US," 816-630-9200"
"Excelsior Youth Center ","3754 W Indian Trail Rd",Spokane,WA,99208,Spokane,US,509-328-7041
"Executive Hills Dentistry","8605 College Boulevard","Overland Park",KS,66210,"Johnson County",US,"(913) 451-1606"
"Fair Grove R-X School District","132 North Main","Fair Grove",MO,65648,"Greene ",US,"(417) 759-2556"
"Fairmont Regional Medical Center","1325 Locust Avenue",Fairmont,WV,26554,"Marion County",US,"(304) 367-7247"
"Faith Community Health Center","610 South Sixth Street",Branson,MO,65616,"Taney ",US,"(417) 336-9355"
"Faith Hope & Love","12830 Danube Drive",Florissant,MO,63033,"St. Louis ",US,"(314) 216-9531"
"Families Together Inc. - Topeka","5611 Barrington Court South Suite 120",Topeka,KS,66614,"Shawnee County",US,"(785) 233-4777"
"Families Together Inc. - Wichita","3033 West Second Room 122",Wichita,KS,66203,"Sedgwick County",US,"(316) 945-7747"
"Family and Children Services","2400 Clifton Avenue",Nashville,TN,37209,Davidson,US,
"Family Care at Parklawn","2801 Parklawn Drive Suite 100","Midwest City",OK,73110,"Oklahoma County",US,"(405) 455-5330"
"Family Care Health Centers - Holly Hills","401 Holly Hills Avenue","St. Louis",MO,63111,"St. Louis city ",US,"(314) 353-5190"
"Family Care Health Centers - Manchester","4352 Manchester Avenue","St. Louis",MO,63110,"St. Louis ",US,"(314) 531-5444"
"Family Care Health Centers - Places for People (Health)","4130 Lindell Boulevard","St. Louis",MO,63108,"St. Louis city ",US,3145355600
"Family Care of Enid","302 North Independence Suite 600",Enid,OK,73701,"Garfield County",US,"(580) 242-1300"
"Family Counseling Center - Kennett","875 Highway VV",Kennett,MO,63857,"Dunklin ",US,"(573) 888-5925"
"Family Counseling Center - Piedmont","306 North 2nd Street",Piedmont,MO,63957,"Wayne ",US,"(573) 714-0208"
"Family Counseling Center - Poplar Bluff","3001 Warrior Lane","Poplar Bluff",MO,63901,"Butler ",US,"(573) 686-1200"
"Family Counseling Center - Stapleton Center","Highway J North",Hayti,MO,63851,"Pemiscot ",US,"(573) 359-2600"
"Family Counseling Center Adolescent Cstar","1109 Jones ",Kennett,MO,63857,"Dunklin ",US,"(573) 888-6545"
"Family Dental Center","1101 North Providence Road",Columbia,MO,65203,"Boone ",US,5737778997
"Family Dental Center @ Marceline","1600 N. Missouri Avenue",Marceline,MO,64658,"Linn ",US,6603768000
"Family Dental Center @ Salisbury","307 South Broadway",Salisbury,MO,65281,"Chariton ",US,6603886950
"Family Foot Clinic","106 Butler Street",Macon,MO,63552,"Macon ",US,"(660) 651-0264"
"Family Guidance Behavioral Health Center","724 North 22nd","St. Joseph",MO,64507,"Buchanan ",US,"(816) 341-4642"
"Family Guidance Center","724 North 22nd Street","St. Joseph",MO,64506,"Buchanan ",US,"(816) 248-4376"
"Family Guidance Center - Felix","901 Felix Street","St. Joseph",MO,64503,"Buchanan ",US,"(816) 646-8317"
"Family Health Care LLC","350 South Main Suite 4","Mammoth Spring",AR,72554,"Fulton County",US,"(870) 625-3111"
"Family Health Center - Broadway Bluffs","2475 Broadway Bluffs Suite 200",Columbia,MO,65201,"Boone ",US,"(573) 777-9282"
"Family Health Center - Marceline","1600 North Missouri",Marceline,MO,64658,"Linn ",US,"(660) 413-3363"
"Family Health Center - Worley","1001 West Worley",Columbia,MO,65203,"Boone ",US,"(573) 214-2314"
"Family Health Center (Administrative Office)","401 West Boulevard North",Columbia,MO,65203,"Boone ",US,5732143314
"Family Health Center @ Salisbury","307 South Broadway",Salisbury,MO,65281,"Chariton ",US,6603886446
"Family Health Council of Central Pennsylvania","3461 Market St #200","Camp Hill",PA,17011,,US,
"Family Medicine Associates","2303 Village Drive","St. Joseph",MO,64506,"Buchanan ",US,8162326818
"Family Medicine Care Center - Cox Family Medicine Residency","1423 North Jefferson Avenue Suite A100",Springfield,MO,65802,"Greene ",US,"(417) 269-8787"
"Family Medicine of Southeast Missouri","808 East Wakefield Avenue",Sikeston,MO,63801,"Scott ",US,"(573) 475-9874"
"Family Planning Plus","4612 Westbranch Highway",Lewisburg,PA,17837,,US,
"Family Service and Guidance Center","327 SW Frazier",Topeka,KS,66606,,US,785-232-5005
"Family Support","2409 13th Street Southeast",Minot,SD,58701,"Ward County",US,"(701) 720-3504"
"Family Voices","1012 Suffolk Drive","La Plata",MD,20646,"Charles County",US,"(240) 499-5678"
"Family Voices of North Dakota","2708 Oak Street","Grand Forks",ND,58201,"Grand Forks County",US,"(701) 330-8641"
"Family Walk In Clinic of Mountain Grove","205 West 3rd Street Suite 3","Mountain Grove",MO,65711,"Wright ",US,"(417) 926-3743"
"Farmington R-VII School District - High School","One Black Knight Drive",Farmington,MO,63640,"St. Francois ",US,"(573) 701-1300"
"Farmington R-VII School District - Main Office","1022 Sainte Genevieve Avenue",Farmington,MO,63640,"St. Francois ",US,"(573) 701-1300"
"Farmington R-VII School District - Middle School","506 South Fleming Street",Farmington,MO,63640,"St. Francois ",US,"(573) 701-1330"
"Farmington R-VII School District - Parents As Teachers","309 North Franklin Street",Farmington,MO,63640,"St. Francois ",US,"(573) 701-1395"
"Fayette R-III School District","704 Lucky Street",Fayette,MO,65248,"Howard ",US,"(660) 248-3800"
"FCC Behavioral Health - Cape Girardeau","20 South Sprigg Street","Cape Girardeau",MO,63701,"Cape Girardeau ",US,"(573) 275-7265"
"FCC Behavioral Health - Ely Street","1201 Ely Street",Kennett,MO,63857,"Dunklin ",US,"(573) 318-4280"
"FCC Behavioral Health - Hayti","500 Highway 61 J North",Hayti,MO,63851,"Pemiscot ",US,"(731) 882-2752"
"FCC Behavioral Health - Highway VV","935 Highway VV",Kennett,MO,63857,"Dunklin ",US,"(573) 344-2242"
"FCC Behavioral Health - Jones Street","1075 Jones Street",Kennett,MO,63857,"Dunklin ",US,"(573) 717-0125"
"FCC Behavioral Health - Poplar Bluff","3001 Warrior Lane","Poplar Bluff",MO,63901,"Butler ",US,"(573) 686-1200"
"FCC Behavioral Health - Van Buren","1011 Old Business Highway 60","Van Buren",MO,63965,"Carter ",US,"(573) 820-1635"
"Federal Bureau of Prisons","71 East Van Buren",Chicago,IL,60605,"Cook County",US,"(312) 399-0033"
"Fenixia Foundation","3211 Susan Drive","San Bruno",CA,94066,"San Mateo County",US,650-464-1373
"Ferguson Medical Group - Charleston","112 West Commercial Street",Charleston,MO,63834,"Mississippi ",US,"(573) 683-4010"
"Ferguson Medical Group - Dexter","115 East Business Highway 60",Dexter,MO,63841,"Stoddard ",US,"(573) 614-5007"
"Ferguson Medical Group - East Prairie","320 North Lincoln Street","East Prairie",MO,63845,"Mississippi ",US,"(573) 649-3026"
"Ferguson Medical Group - New Madrid","565 Virginia Avenue","New Madrid",MO,63849,"New Madrid ",US,"(573) 748-5323"
"Ferguson Medical Group - Sikeston","1012 North Main Street",Sikeston,MO,63801,"Scott ",US,"(573) 471-0330"
"Ferguson-Florissant School District","8855 Dunn Road",Hazelwood,MO,63042,"St. Louis ",US,"(314) 687-1910"
"Ferguson-Florissant School District - Duchesne Elementary","100 South New Florissant Road","St. Louis",MO,63031,"St. Louis ",US,"(314) 603-3042"
"Ferguson-Florissant School District - Griffith Elementary","200 Day Drive",Ferguson,MO,63135,"St. Louis ",US,"(314) 521-5971"
"Ferguson-Florissant School District - Johnson-Wabash Elementary","685 January Avenue",Ferguson,MO,63135,"St. Louis ",US,"(314) 524-0280"
"Fernando Fernandez MD","2750 Clay Edwards Drive Suite 320","North Kansas City",MO,64116,"Clay ",US,"(816) 421-0188"
"Festus R-VI School District","1515 Mid-Meadow Lane",Festus,MO,63028,"Jefferson ",US,"(636) 937-4920"
"First Call","9091 State Line Road","Kansas City",MO,64114,"Jackson ",US,"(816) 361-5900"
"First Hand Foundation","2800 Rockcreek Parkway","Kansas City ",MO,64117,"St. Louis ",US,"(816) 201-1569"
"First Steps Regional Office ","PO Box 29134","Shawnee Mission",KS,66201,"Johnson County",US,866-711-2573
"Fitzgibbon Hospital","2305 South 65 Highway",Marshall,MO,65340,"Saline ",US,"(660) 886-7431"
"Fitzgibbon Hospital - Akeman McBurney Clinic","420 West Front Street",Slater,MO,65349,"Saline ",US,"(660) 529-2251"
"Fitzgibbon Hospital - Grand River Medical Clinic","815 East Broadway",Brunswick,MO,65236,"Chariton ",US,"(660) 548-3161"
"Fitzgibbon Hospital - Marshall Family Practice","2305 South 65 Highway Suite A",Marshall,MO,65340,"Saline ",US,"(660) 886-7800"
"Florence Hill Health Center","5541 Riverview Drive","St. Louis",MO,63120,"St. Louis city ",US,3143894566
"Florida International University","11200 Southwest 8th Street AHC 4 Suite 267",Miami,FL,33199,"Miami County",US,"(305) 213-0650"
"Florida State University College of Medicine - Autism Institute","2312 Killearn Center Boulevard Building A",Tallahassee,FL,32308,"Leon County",US,"(850) 644-4367"
"Focus Forward Counseling and Consulting","5975 Parkway North Blvd Suite D",Cumming,GA,30040,Forsyth,US,770-744-4294
"Food Nutrition & Lifestyle Coach LLC","116 Ventura Avenue","Jefferson City ",MO,65109,"Cole ",US,"(573) 321-6392"
"Footprints Inc.","4501 Troost Avenue","Kansas City",MO,64110,"Jackson ",US,"(913) 568-8815"
"Fordland Clinic","1059 Barton Drive",Fordland,MO,65652,"Webster ",US,"(417) 767-2273"
"Fordland Clinic - Kimberling City","11863 State Highway 13","Kimberling City",MO,65686,"Stone ",US,"(417) 339-1141"
"Fordland R-III School District","1230 School Street",Fordland,MO,65652,"Webster ",US,"(417) 767-6133"
"Forest Park Southeast Health & Dental Center","4352 Manchester Avenue","St. Louis",MO,63110,"St. Louis city ",US,3145315444
"Forsyth R-III School District","178 Panther Street",Forsyth,MO,65653,"Taney ",US,"(417) 546-2735"
"Fort Dodge Regional Center","804 Kenyon Road Suite 205","Fort Dodge",IA,50501,"Webster County",US,"(515) 955-8326"
"Fort Leonard Wood VA Clinic","700 GW Lane",Waynesville,MO,65583,"Pulaski ",US,"(573) 774-2285"
"Fort Osage School District","2101 North Twyman Road",Independence,MO,64058,"Jackson ",US,"(816) 650-7000"
"Fort Zumwalt R-II School District","1251 Turtle Creek",O'Fallon,MO,63366,"St. Charles ",US,"(636) 379-0300"
"Forward Living LLC","400 North Water",Liberty,MO,64068,"Clay ",US,"(816) 820-4336"
"Foster and Adoptive Care Coalition","1750 South Brentwood Boulevard Suite 210","St. Louis",MO,63144,"St. Louis ",US,"(314) 367-8373"
"Foundations Family Medicine","25 West Main Street",Autisn,IN,47102,"Scott County",US,"(812) 252-9020"
"Fox C-6 School District","3871 Jeffco Boulevard",Arnold,MO,63010,"Jefferson ",US,"(636) 282-6938"
"Fox C-6 School District - George Guffey Elementary","400 13th Street",Fenton,MO,63026,"Jefferson ",US,"(636) 282-6945"
"Francis Howell School District","4545 Central School Road","St. Charles",MO,63304,"St. Charles ",US,"(636) 851-6162"
"Franklin County Community Resource Board","P.O. Box 126",Union,MO,63084,"Franklin ",US,"(636) 234-7133"
"Franklin County R-II School District","3128 Highway Y","New Haven",MO,63068,"Franklin ",US,"(573) 237-4838"
"Franklin County Special Education Cooperative","1773 West Springfield","St. Clair",MO,63077,"Franklin ",US,"(636) 629-3571"
"Fredericktown R-I Public Schools","805 East Highway 72",Fredericktown,MO,63645,"Madison ",US,"(573) 783-3628"
"Freedom House Inc. ","2004 Route 31 North Unit 1 Lower Level","Clinton ",NJ,8809,,US,
"Freeman Children's Clinic","1030 McIntosh Circle Drive #1",Joplin,MO,64804,"Jasper ",US,"(417) 347-8750"
"Freeman Health System","1102 West 32nd Street",Joplin,MO,64804,"Newton ",US,"(417) 347-1111"
"Freeman Health System - Center for Geriatric Medicine","931 East 32nd Street",Joplin,MO,64804,"Jasper ",US,"(417) 347-8463"
"Freeman Hospital West","1030 McIntosh Circle Suite 1",Joplin,MO,64804,"Jasper ",US,"(417) 347-8750"
"Freeman Neosho Pediatrics","336 South Jefferson Street",Neosho,MO,64850,"Newton ",US,"(417) 455-4278"
"Freeman NeuroSpine","1905 West 32nd Street Suite 403",Joplin,MO,64804,"Jasper ",US,"(417) 347-7200"
"Freeman Pediatric Care","3333 McIntosh Circle Suite 1",Joplin,MO,64804,"Newton ",US,"(417) 347-5437"
"Freeman Pediatric Partners","1030 McIntosh Circle Drive Suite 2",Joplin,MO,64804,"Jasper ",US,"(417) 347-2229"
"Freeman Rehabilitation & Sports Center","2206 East 32nd Street",Joplin,MO,64804,"Jasper ",US,"(417) 347-3737"
"Fremont Public Schools - Washington Elementary","515 South Broad Street",Fremont,NE,68025,"Dodge County",US,"(402) 727-3095"
"Fresenius Kidney Care","11503 East 63rd Street ",Raytown,MO,64133,"Jackson ",US,"(972) 965-1196"
"Fresenius Kidney Care - Decatur","1830 South 44th Street",Decatur,IL,62521,"Macon County",US,"(217) 423-6760"
"Freudenthal Center for Parkinson's Disease","3001 Frederick Avenue Suite A","St. Joseph",MO,64506,"Buchanan ",US,"(816) 261-6645"
"Frontier School of Innovation","1575 Universal Avenue","Kansas City",MO,64120,"Jackson ",US,"(816) 241-6202"
"Frontier Schools","30 West Pershing Road Suite 402","Kansas City",MO,64108,"Jackson ",US,"(816) 241-6200"
"Fulton 58 Public Schools","603 South Business 54",Fulton,MO,65251,"Callaway ",US,"(573) 590-8311"
"Fulton 58 Public Schools - Bush Elementary","908 Wood Street",Fulton,MO,65251,"Callaway ",US,"(573) 590-8411"
"Fulton State Hospital","600 East 5th Street",Fulton,MO,65251,"Callaway ",US,"(573) 592-4100"
"G.L.O. & Associates","3432 Truman Boulevard Suite 201","Jefferson City",MO,65109,"Cole ",US,"(573) 632-2412"
"Gainesville R-V School District","422 Bulldog Drive",Gainesville,MO,65655,"Ozark ",US,"(417) 679-4200"
"Gajera Vidhyabhawan","39 Duttvijay soc. nr. Health Center Katargam Road ",Surat,Gujarat,395004,"No county",IN,"(968) 761-7353"
"Galena R-II School District","54 Medical Springs Road",Galena,MO,65656,"Stone ",US,"(417) 357-6377"
"Gallatin R-V School District","602 South Olive",Gallatin,MO,64640,"Daviess ",US,"(660) 663-2173"
"Gasconade County Health Department","300 Schiller Street",Hermann,MO,65041,"Gasconade ",US,"(573) 486-3129"
"Gasconade County R-I School District","164 Blue Pride Drive",Hermann,MO,65041,"Gasconade ",US,"(573) 486-3121"
"Gasconade County R-II School District","402 East Lincoln Avenue",Owensville,MO,65066,"Gasconade ",US,"(573) 437-2177"
"Gateway 6th Grade Center","9201 North Indiana Avenue","Kansas City",MO,64156,"Jackson ",US,"(816) 392-9442"
